CountryYear,Country,Year,Happiness,FBBNKCAPAZS,FBASTNPERZS,ENBIRTHRDNO,ICBUSDISCXQ,ICREGCOSTPCZS,ICCRDINFOXQ,DTDISDLXFCD,ICBUSDFRNXQ,ICBUSEASEXQ,ENFSHTHRDNO,SHSTAACSN,SHSTAACSNRU,SHSTAACSNUR,SHH2OSAFEZS,SHH2OSAFERUZS,SHH2OSAFEURZS,DTINTDLXFCD,DTINTDPNGCD,SHMMRRISKZS,SHMMRRISK,ENMAMTHRDNO,SHSTAMMRT,IQSCIMTHD,SPDYNIMRTIN,SPDYNIMRTFEIN,SPDYNIMRTMAIN,SHDYNNMRT,SHDYNMORT,SHDYNMORTFE,SHDYNMORTMA,SHDTHIMRT,SHMMRDTHS,SHDTHNMRT,SHDTHMORT,IQSCIOVRL,IQSCIPRDC,ENHPTTHRDNO,DTAMTBLATCD,DTDISBLATCD,DTINTBLATCD,DTAMTPBNDCD,DTINTPBNDCD,DTAMTPCBKCD,DTDISPCBKCD,DTINTPCBKCD,DTAMTMLATCD,DTDISMLATCD,DTINTMLATCD,DTAMTOFFTCD,DTDISOFFTCD,DTINTOFFTCD,DTAMTPROPCD,DTDISPROPCD,DTINTPROPCD,DTAMTPRVTCD,DTDISPRVTCD,DTINTPRVTCD,DTAMTDLXFCD,DTAMTDPNGCD,ICCRDPRVTZS,ICWRHPROC,ICPRPPROC,SGGENPARLZS,ICCRDPUBLZS,IQSCISRCE,ICREGPROC,ICLGLCREDXQ,ICTAXPAYM,ICWRHDURS,ICLGLDURS,ICELCTIME,ICPRPDURS,ICREGDURS,ICTAXDURS,ICISVDURS,ICTAXTOTLCPZS
Canada2012,Canada,2012,7.415144444,4.897643842,0.651151203,,8,0.4,,,80.82,,,99.8,99,100,99.8,99,100,,,0.012215448,8200,,8,,4.7,,,3.5,5.3,,,1822,29,1356,2056,,,,,,,,,,,,,,,,,,,,,,,,,,100,12,6,24.7,0,,2,,8,249,570,142,16.5,5.5,131,,20.1
Canada2013,Canada,2013,7.593793869,4.964122278,0.574923902,,8,0.4,8,,80.48,,,99.8,99,100,99.8,99,100,,,0.011878732,8400,,7,,4.6,,,3.4,5.2,,,1743,28,1288,1978,,,,,,,,,,,,,,,,,,,,,,,,,,100,12,6,24.7,0,,2,9,8,249,570,142,16.5,5.5,131,,19.9
Canada2014,Canada,2014,7.30425787,4.943013785,0.517461661,,8,0.4,8,,79.9,13,,99.8,99,100,99.8,99,100,,,0.011610238,8600,,7,,4.4,,,3.3,5,,,1636,28,1227,1872,,,,,,,,,,,,,,,,,,,,,,,,,,100,12,6,25.1,0,,2,9,8,249,570,142,16.5,5.5,131,0.8,21.1
Canada2015,Canada,2015,7.412772655,4.901776297,0.512870362,15,8,0.4,8,,80.07,14,42,99.8,99,100,99.8,99,100,,,0.011328543,8800,11,7,,4.3,4,4.7,3.2,4.9,4.5,5.3,1587,27,1181,1824,,,11,,,,,,,,,,,,,,,,,,,,,,,100,12,6,25.32894737,0,,2,9,8,249,570,137,16.5,1.5,131,0.8,21.1
Central African Republic2007,Central African Republic,2007,4.160129547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic2010,Central African Republic,2010,3.567892551,,,,6,228.4,,19233000,27.51,,,20.7,7.7,41.2,67.2,53.6,88.6,1206000,0,3.944080941,25,,909,30,101.7,93.7,109.5,46.4,150.2,142.9,157.3,14969,1400,6846,22216,55.55555556,76.66667,,1044000,14160000,1085000,0,0,0,0,0,0,5073000,121000,1044000,19233000,1206000,0,0,0,0,0,0,1044000,0,0,15,5,9.6,2,60,9,,54,200,660,172,75,24,504,,203.8
Central African Republic2011,Central African Republic,2011,3.677826405,,,,6,175.5,,17082000,33.71,,,21.1,7.4,42.4,67.7,54,89.1,230000,0,3.826351386,26,,888,30,99.7,,,45.7,146.2,,,14936,1400,6863,21915,56.66666667,80,,699000,9406000,129000,0,0,0,0,0,0,7676000,101000,699000,17082000,230000,76000,0,0,76000,0,0,775000,0,0,15,5,12.5,2.2,60,8,,54,200,660,102,75,22,504,,54.6
Chad2006,Chad,2006,3.434800625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad2007,Chad,2007,4.141326904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad2008,Chad,2008,4.632468224,,,,6,253.1,,97205000,,,,11.2,6.1,29.5,48.7,43.4,67.7,18005000,0,7.474712099,13,,1070,30,96.7,,,43.7,168,,,49682,5800,22499,85286,51.11111111,93.33333,,5026000,59086000,3447000,0,0,0,0,6000,99648000,38119000,14553000,104674000,97205000,17999000,0,0,0,0,0,6000,104674000,0,0,12,6,5.2,0.6,30,13,,54,176,743,,44,62,732,,71.3
Chad2009,Chad,2009,3.639445066,,,,6,246.4,,34008000,29.43,,,11.4,6.2,30,49.2,43.7,68.7,22918000,0,7.403761397,14,,1070,40,95.1,,,43.1,164,,,50040,5900,22727,85197,53.33333333,90,,5254000,526000,3544000,0,0,0,0,6000,35476000,33482000,19368000,40730000,34008000,22913000,1000000,0,0,1000000,0,6000,41730000,0,0,12,6,5.2,0.2,30,13,,54,176,743,67,44,62,732,,71.3
Chad2010,Chad,2010,3.742871046,,,,6,226.9,,366221000,29.05,,,11.6,6.3,30.5,49.7,44.1,69.8,16565000,0,7.120301978,14,,1040,30,93.6,85.9,100.7,42.5,160.1,152.3,167.5,50467,5800,22964,85197,56.66666667,90,,5880000,301788000,4562000,0,0,0,0,5000,37698000,64433000,11998000,43578000,366221000,16559000,2000000,0,0,2000000,0,5000,45578000,0,0,12,6,5.2,0.8,50,13,,54,176,743,67,44,62,732,,75.8
Chad2011,Chad,2011,4.393482208,,,,6,208.5,,253719000,31.72,,,11.8,6.4,30.9,50.2,44.4,70.8,17807000,0,6.668766035,15,,984,30,91.9,,,41.8,156,,,50650,5700,23086,85052,54.44444444,83.33333,,8267000,194303000,4663000,0,0,0,0,6000,42977000,59416000,13127000,51245000,253719000,17790000,5644000,0,11000,5644000,0,16000,56889000,0,0,12,6,12.8,0.5,50,11,,54,176,743,67,44,53,732,,75.8
Chad2012,Chad,2012,4.03297472,,,,6,202,,95245000,31.7,,,12,6.5,31.4,50.7,44.8,71.8,20973000,0,6.213756314,16,,931,30,90.2,,,41.1,151.6,,,50852,5500,23220,84574,64.44444444,83.33333,,11991000,39781000,8943000,0,0,0,0,0,45348000,55464000,12030000,57339000,95245000,20973000,1875000,0,0,1875000,0,0,59214000,0,0,13,6,14.9,0.5,80,9,,54,221,743,67,44,60,732,,75.7
Chad2013,Chad,2013,3.507663012,,,,6,186.3,0,659902000,32.68,,,12,6.5,31.4,50.8,44.8,71.8,22584000,0,5.935422619,17,,901,30,88.4,,,40.5,147.1,,,50995,5400,23414,83910,63.33333333,80,,33340000,30707000,8481000,0,0,1000,0,5000,59348000,29196000,14098000,92689000,59902000,22578000,2500000,600000000,0,2501000,600000000,5000,95190000,0,0,13,6,14.9,0.8,80,9,6,54,221,743,67,44,60,732,,72.4
Chad2014,Chad,2014,3.460182905,,,,7,150.6,0,146728000,37.83,182,,12,6.5,31.4,50.8,44.8,71.8,28095000,0,5.744557497,17,,881,50,86.7,,,39.9,142.9,,,51181,5400,23606,83343,63.33333333,80,,34087000,38552000,12713000,0,0,8000,0,5000,60261000,108175000,15377000,94348000,146728000,28090000,1892000,0,0,1900000,0,5000,96248000,0,0,13,6,14.9,2.1,60,9,6,54,221,743,67,44,60,732,4,63.5
Chad2015,Chad,2015,4.322675228,,,13,7,150.4,0,176550000,38.22,183,1,12.1,6.5,31.4,50.8,44.8,71.8,53119000,0,5.518801589,18,14,856,50,85,78,91.8,39.3,138.7,131.4,145.6,51335,5400,23789,82728,65.5556,86.6668,6,45254000,51548000,16102000,0,0,7000,0,5000,80155000,125002000,16447000,125409000,176550000,32549000,601820000,0,20565000,601827000,0,20570000,727236000,0,0,13,6,14.89361702,2.4,60,9,6,54,221,743,67,44,60,732,4,63.5
Chile2006,Chile,2006,6.062851906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile2007,Chile,2007,5.697929859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile2008,Chile,2008,5.789438725,6.4,0.976461981,,7,7.5,,,,,,96.6,82.6,98.4,97.6,83.5,99.5,,,0.051727485,1900,,28,80,7.6,,,5.5,8.9,,,1833,66,1326,2150,92.22222222,96.66667,,,,,,,,,,,,,,,,,,,,,,,,34.5,15,6,15,28.1,100,9,,8,193,480,,31,40,316,,25.1
Chile2009,Chile,2009,6.493686199,6.847640026,2.925637569,,7,6.9,,,68.45,,,97.1,84.3,98.8,97.9,85.4,99.5,,,0.05014154,2000,,27,80,7.5,,,5.5,8.8,,,1800,65,1319,2114,92.22222222,96.66667,,,,,,,,,,,,,,,,,,,,,,,,33.9,15,6,14.2,32.9,100,9,,8,193,480,30,31,40,316,,24.8
Chile2010,Chile,2010,6.63565588,8.284741635,2.693280314,,8,6.8,,,69.85,,,97.7,85.9,99.2,98.2,87.4,99.6,,,0.047625155,2100,,26,90,7.6,6.9,8.2,5.4,8.8,8,9.6,1815,62,1289,2104,94.44444444,93.33333,,,,,,,,,,,,,,,,,,,,,,,,22.9,15,6,14.2,30.9,100,8,,7,193,480,30,31,34.5,316,,24.5
Chile2011,Chile,2011,6.526334763,7.771346627,2.34645556,,8,5.1,,,72.4,,,98.3,87.6,99.6,98.5,89.4,99.6,,,0.045570838,2200,,25,90,7.5,,,5.4,8.7,,,1781,59,1282,2070,94.44444444,93.33333,,,,,,,,,,,,,,,,,,,,,,,,25.8,13,6,14.2,35.6,100,7,,7,152,480,30,31,7.5,316,,24.5
Chile2012,Chile,2012,6.599128723,8.006478182,2.157151824,,8,4.5,,,71.67,,,98.8,89.3,100,98.7,91.3,99.6,,,0.04361611,2300,,24,90,7.4,,,5.3,8.6,,,1749,57,1252,2036,94.44444444,93.33333,,,,,,,,,,,,,,,,,,,,,,,,3.5,13,6,14.2,37.4,100,7,,7,152,480,30,31,5.5,291,,27.7
Chile2013,Chile,2013,6.74015379,8.126357338,2.10543292,,8,0.7,6,,72.31,,,99,90.9,100,99,93.3,99.7,,,0.041941307,2400,,23,90,7.3,,,5.2,8.4,,,1717,55,1223,1979,95.55555556,96.66666667,,,,,,,,,,,,,,,,,,,,,,,,5.9,13,6,14.2,40.5,100,7,4,7,152,480,30,28.5,5.5,291,,27.7
Chile2014,Chile,2014,6.844238281,7.971122632,2.059665284,,8,0.7,6,,70.86,48,,99,90.9,100,99,93.3,99.7,,,0.040448066,2500,,23,90,7.2,,,5.1,8.3,,,1687,53,1195,1948,95.55555556,96.66666667,,,,,,,,,,,,,,,,,,,,,,,,8.8,13,6,15.8,44.7,100,7,4,7,152,480,30,28.5,5.5,291,3.2,27.9
Chile2015,Chile,2015,6.532749653,7.681223729,1.975100845,33,8,0.7,6,,71.49,48,23,99.1,90.9,100,99,93.3,99.7,,,0.03914812,2600,20,22,90,7,6.4,7.6,4.9,8.1,7.4,8.7,1636,52,1144,1896,95.55556667,96.6667,72,,,,,,,,,,,,,,,,,,,,,,,11.2,13,6,15.83333333,45.1,100,7,4,7,152,480,30,28.5,5.5,291,3.2,28.9
China2006,China,2006,4.560495377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China2007,China,2007,4.86286211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China2008,China,2008,4.84629488,6,2.4,,,,,38188419000,,,,68.4,57.1,81.4,89.5,82.6,97.4,4732997000,2220401000,0.059354078,1700,,40,50,15.8,,,10.1,18.5,,,260204,6500,166097,303084,61.11111111,73.33333,,1289198000,1023000000,398216000,742486000,418034000,264224000,27000000,33472000,1520044000,2870419000,1008875000,2809242000,3893419000,1407091000,2933676000,1529000000,653999000,3940386000,1556000000,1105505000,23958628000,17209000000,,,,21.3,,60,,,,,,,,,,,
China2009,China,2009,4.454360962,5.6,1.6,,,,,23648117000,,,,69.6,58.1,82.1,90.5,84.1,97.4,3045394000,1014979000,0.056267512,1800,,38,50,14.6,,,9.1,17,,,235968,6200,146867,274052,62.22222222,76.66667,,992899000,653000000,357858000,500000000,480317000,200268000,46000000,41657000,1601554000,2657117000,732611000,2594453000,3310117000,1090469000,3177981000,3125000000,417972000,3878249000,3171000000,939946000,33448481000,26975779000,,,,21.3,,60,,,,,,,,,,,
China2010,China,2010,4.652736664,6.1,1.132370451,,,,,42423123000,,,,70.8,59,82.9,91.4,85.6,97.4,5315546000,3665025000,0.053260065,1900,,35,60,13.5,12.5,14.4,8.2,15.7,14.6,16.7,216375,5800,131241,251554,65.55555667,76.66667,,1848262000,1725000000,421454000,0,316992000,372002000,673000000,31633000,1794766000,2623451000,522138000,3643028000,4348451000,943592000,4385003000,5104000000,358304000,4757005000,5777000000,706929000,27237033000,18837000000,,,,21.3,,60,,,,,,,,,,,
China2011,China,2011,5.037207603,6.4,0.961585529,,,,,46949534000,,,,71.9,60,83.6,92.3,87.1,97.4,6889692000,5097302000,0.050116709,2000,,33,70,12.5,,,7.5,14.5,,,201706,5500,120859,233813,68.88888889,76.66667,,2009747000,1007000000,435997000,2092210000,309570000,310145000,331034000,29680000,3290990000,2840921000,634438000,5300737000,3847921000,1070435000,4495489000,508000000,382705000,6897844000,3936877000,721955000,36276581000,24078000000,,,,21.3,,60,,,,,,,,,,,
China2012,China,2012,5.094917297,6.5,0.95367433,,,,,37375144000,,,,73.1,60.9,84.4,93.2,88.5,97.5,4312145000,2173381000,0.047706602,2100,,31,60,11.5,,,6.9,13.4,,,188741,5200,113103,219549,70,90,,1868067000,834000000,1215315000,318000000,59040000,538013000,221840000,74533000,2622891000,2573546000,616778000,4490958000,3407546000,1832093000,2784635000,0,173098000,3640648000,221840000,306671000,35518606000,27387000000,,,,21.3,,60,,,,,,,,,,,
China2013,China,2013,5.241090298,6.7,0.999702805,,10,1.9,6,56798184000,61.13,,,74.2,61.8,85.1,94,90,97.5,4822022000,3046719000,0.045479462,2200,,29,60,10.6,,,6.3,12.3,,,177504,4900,105373,205470,70,90,,2907304000,368750000,982926000,0,151432000,989875000,2738770000,61227000,2743173000,2344330000,569363000,5650477000,2713080000,1552289000,39205000,5916340000,10355000,1029080000,14155110000,223014000,33394571000,26715014000,0,22,4,23.4,30.2,60,13,4,9,244.3,452.8,143.2,19.5,34.4,318,1.7,68.7
China2014,China,2014,5.195619106,7.199253036,1.248733356,,10,0.9,6,66902546000,62.81,83,,75.4,62.8,85.9,94.8,91.5,97.5,7757004000,6232933000,0.04379777,2300,,28,70,9.8,,,5.9,11.4,,,166402,4600,100075,193048,70,80,,2287512000,2102568000,576147000,4800943000,349372000,896248000,4663898000,15355000,2846709000,2799713000,511425000,5134221000,4902281000,1087572000,1931115000,1522760000,71772000,7628306000,14018348000,436499000,43974527000,31212000000,0,22,4,23.4,33.2,60,11,4,9,244.3,452.8,143.2,19.5,31.4,261,1.7,68.5
China2015,China,2015,5.303877831,,,89,10,0.7,6,13163127000,62.93,84,131,76.5,63.7,86.6,95.5,93,97.5,5204436000,3237433000,0.042300762,2400,74,27,70,9.2,8.6,9.8,5.5,10.7,10,11.3,156450,4400,93435,181574,70,80,568,4655842000,824464000,1009609000,0,176246000,1021416000,1560535000,63736000,977069000,1269677000,461946000,5632911000,2094141000,1471555000,569690000,0,255466000,1591106000,1560535000,495448000,11270863000,4046846000,0,22,4,23.62284556,89.5,60,11,4,9,244.3,452.8,143.2,19.5,31.4,261,1.7,67.8
Colombia2006,Colombia,2006,6.024942875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia2007,Colombia,2007,6.138411522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia2008,Colombia,2008,6.168395042,12.6,3.932178286,,9,14.9,,7086329000,,,,78.4,61.2,84.4,90.8,72.7,97,2724123000,656455000,0.160547778,620,,73,80,16.9,,,10.7,19.7,,,13627,580,8614,15943,82.22222222,86.66667,,87030000,22337000,16236000,953348000,1112058000,315281000,295754000,184224000,666276000,2536095000,600521000,753306000,2558432000,616757000,19400000,0,154629000,1288029000,1295754000,1450911000,4746150000,2704815000,42.5,11,9,8.4,0,80,9,,32,96,1346,,27,34,256,,80.1
Colombia2009,Colombia,2009,6.271604538,14.24407808,4.012838351,,9,13.1,,13148084000,65.7,,,78.9,62.3,84.5,90.9,72.9,96.9,2694517000,717884000,0.157518695,630,,73,90,16.4,,,10.4,19.1,,,12866,580,8146,15070,85.55555556,86.66667,,86330000,17520000,12900000,622999000,1072814000,212417000,200000000,170452000,722260000,2397863000,560911000,808590000,2415383000,573811000,15596000,0,159556000,851012000,5691322000,1402822000,5785343000,4125741000,60.5,10,7,8.4,0,80,8,,21,74,1346,165,24,18,208,,80.3
Colombia2010,Colombia,2010,6.40811348,14.24544462,2.863376564,,9,14.7,,12831144000,66.85,,,79.3,63.4,84.6,91,73.2,96.9,2824335000,706679000,0.152028254,660,,72,80,15.9,13.9,17.7,10,18.5,16.3,20.6,12208,560,7667,14307,84.44444444,93.33333,,41808000,2334000,10411000,982924000,1282075000,204276000,30000000,124974000,943387000,2123122000,529854000,985195000,2125456000,540265000,15330000,0,170342000,1202530000,1365229000,1577391000,6435250000,4247525000,63.1,10,7,12.7,0,80,8,,21,73,1346,165,24,10,208,,80.3
Colombia2011,Colombia,2011,6.463952541,14.29934195,2.495543848,,9,8,,16529270000,69.03,,,79.8,64.6,84.8,91.1,73.4,96.9,3187064000,1099774000,0.142548623,700,,69,80,15.4,,,9.7,18,,,11680,530,7346,13743,84.44444444,93.33333,,34677000,352564000,8682000,480621000,1314876000,685816000,301782000,87665000,987534000,1206361000,507369000,1022211000,1558925000,516051000,16199000,0,168698000,1182636000,3131228000,1571239000,6397644000,4192797000,71.2,10,7,12.1,0,80,8,,10,73,1346,165,19,10,193,,76.4
Colombia2012,Colombia,2012,6.374879837,14.71615329,2.758441266,,9,7.6,,17597709000,68.99,,,80.2,65.7,84.9,91.2,73.6,96.9,3381036000,1236011000,0.135094995,740,,66,80,14.9,,,9.4,17.4,,,11232,510,7076,13190,84.44444444,93.33333,,21815000,2812319000,45447000,846575000,1394783000,853996000,621464000,46457000,1044917000,1227299000,485729000,1066732000,4039618000,531176000,14984000,0,172609000,1715555000,3110004000,1613849000,11355097000,8572810000,72.5,10,7,12.1,0,80,8,,10,73,1346,165,17,11,203,,76
Colombia2013,Colombia,2013,6.606550694,14.76152348,2.771992666,,9,7.5,7,20744651000,70.03,,,80.6,66.8,85,91.3,73.8,96.8,3276108000,1121136000,0.134440846,740,,67,90,14.5,,,9.1,16.9,,,10910,510,6837,12772,81.11111111,93.33333333,,33605000,680422000,91237000,808691000,1391772000,87421000,2055223000,42626000,1080203000,1547647000,467185000,1113808000,2228069000,558422000,586000,0,162152000,896698000,6833357000,1596550000,6128592000,4118086000,83.8,10,7,12.1,0,60,8,4,10,73,1288,105,16,11,203,,76.1
Colombia2014,Colombia,2014,6.44878912,14.88041408,2.915260841,,9,7.5,7,19096780000,69.89,52,,81.1,67.9,85.2,91.3,73.8,96.8,3964252000,1376065000,0.130029566,770,,66,90,14.1,,,8.8,16.4,,,10595,490,6603,12364,81.11111111,93.33333333,,65326000,473697000,77500000,1015053000,1763386000,57213000,1318338000,146263000,1354637000,1845137000,448467000,1419963000,2318834000,525967000,598000,0,152571000,1072864000,8538399000,2062220000,8693835000,6201008000,87,10,6,19.9,0,60,8,12,11,73,1288,102,16,11,239,1.7,77.3
Colombia2015,Colombia,2015,6.387571812,14.0724591,3.055682764,119,9,7.5,7,1675558000,70.43,54,61,81.1,67.9,85.2,91.4,73.8,96.8,3959705000,1460695000,0.125686759,800,56,64,90,13.6,12,15.2,8.5,15.9,14,17.6,10183,480,6356,11934,84.44443333,83.3333,245,283529000,184940000,160278000,631555000,1999773000,442042000,198720000,110924000,1394268000,552197000,227875000,1677797000,737137000,388153000,2172000,0,160000,1075769000,938421000,2110857000,8363187000,5609621000,88.7,10,6,19.87951807,0,80,8,12,11,73,1288,102,16,11,239,1.7,69.7
Comoros2009,Comoros,2009,3.47602725,,,,6,181.3,,338000,45.17,,,31.9,27,44.7,90.1,88.9,93.3,2860000,0,1.919830504,52,,396,20,64.6,,,38.2,88.5,,,1531,97,910,2075,53.33333333,80,,0,0,264000,0,0,0,0,0,7211000,338000,2596000,7211000,338000,2860000,0,0,0,0,0,0,7211000,0,0,10,4,0,0,60,10,,33,108,506,120,30,22,100,,217.9
Comoros2010,Comoros,2010,3.81219101,5.635358843,0.964372339,,6,171.1,,0,45.55,,,32.7,27.8,45.4,90.1,88.9,93.1,1135000,0,1.862712967,54,,388,20,63.1,57.4,68.3,37.6,86,79.8,91.8,1524,96,914,2055,50,70,,0,0,0,0,0,0,0,0,3122000,0,1135000,3122000,0,1135000,0,0,0,0,0,0,3122000,0,0,10,4,3,0,60,10,,33,108,506,120,30,22,100,,217.9
Comoros2011,Comoros,2011,3.838485956,4.737833173,1.078087025,,6,171.5,,0,47.4,,,33.5,28.6,46.1,90.1,89,93,1712000,0,1.791864876,56,,376,20,61.3,,,36.9,83.3,,,1506,95,912,2027,50,70,,0,0,373000,0,0,0,0,0,2214000,0,1339000,2214000,0,1712000,0,0,0,0,0,0,2214000,0,0,10,4,3,0,60,10,,33,108,506,120,30,22,100,,217.9
Comoros2012,Comoros,2012,3.955640316,6.609342595,1.519315059,,6,150,,0,48.73,,,34.2,29.3,46.8,90.1,89,92.9,2278000,0,1.719368775,58,,365,10,59.8,,,36.2,80.9,,,1495,93,910,2004,41.11111111,63.33333,,0,0,385000,0,0,0,0,0,5100000,0,1893000,5100000,0,2278000,0,0,0,0,0,0,5100000,0,0,10,4,3,0,50,9,,33,108,506,120,30,20,100,,217.9
"Congo, Rep.2008","Congo, Rep.",2008,3.819792271,,,,6,106.4,,18619000,,,,13.9,5.6,18.9,73.3,36.4,95.6,57281000,0,2.765897954,36,,537,40,49,,,24.4,72.6,,,6942,790,3464,10079,48.88888889,66.66667,,63693000,4326000,50101000,23890000,0,0,0,0,15763000,9177000,7015000,79456000,13503000,57116000,3499000,5116000,165000,27389000,5116000,165000,106845000,0,0,11,6,7.3,2.4,40,11,,61,179,560,,55,161,606,,64.5
"Congo, Rep.2011","Congo, Rep.",2011,4.509824276,4.737833173,1.078087025,,6,85.2,,355678000,37.42,,,14.4,5.6,19.5,74.8,38.2,95.7,20343000,0,2.543345778,39,,494,40,39.6,,,20.9,56.1,,,6065,780,3209,8436,50,70,,64180000,237143000,2371000,0,13617000,21673000,111575000,662000,28079000,6960000,3552000,92259000,244103000,5923000,456000,0,141000,22129000,111575000,14420000,114388000,0,0,11,6,7.3,8.2,40,11,,61,179,560,135,55,161,606,,63.1
"Congo, Rep.2012","Congo, Rep.",2012,3.919341803,6.609342595,1.519315059,,6,55.3,,471765000,38.55,,,14.6,5.6,19.6,75.3,38.8,95.7,23053000,0,2.492146454,40,,483,40,37.6,,,19.9,52.6,,,5880,770,3119,8089,50,70,,90354000,237474000,4386000,4539000,13617000,30304000,150161000,2067000,15713000,13171000,2903000,106067000,250645000,7289000,342000,70959000,80000,35185000,221120000,15764000,141252000,0,0,11,6,7.4,8.3,40,11,,61,179,560,135,55,161,606,,64.5
"Congo, Rep.2013","Congo, Rep.",2013,3.954950571,8.243779905,1.224875492,,6,52.1,2,836274000,40.19,,,14.8,5.6,19.8,75.8,39.4,95.8,31258000,0,2.406221464,42,,469,50,35.9,,,19.2,49.6,,,5714,760,3063,7774,52.22222222,66.66666667,,126836000,600732000,10670000,13617000,15864000,0,109972000,0,11434000,31126000,2714000,138270000,631858000,13384000,112713000,94444000,2010000,126330000,204416000,17874000,264600000,0,0,11,6,7.4,9,40,11,6,49,164,560,135,55,101,602,,55.8
"Congo, Rep.2014","Congo, Rep.",2014,4.05601263,4.457359035,2.506063396,,7,52.7,2,843942000,41.48,174,,14.9,5.6,20,76.3,40,95.8,34410000,0,2.300194781,43,,452,30,34.4,,,18.6,47.1,,,5556,750,3011,7502,47.77777778,73.33333333,,120796000,604721000,10064000,18156000,15300000,86000,48870000,145000,13823000,18105000,2428000,134619000,622826000,12492000,109327000,172246000,6473000,127569000,221116000,21918000,262188000,0,0,12,6,7.4,9.4,40,11,6,49,164,560,135,55,53,602,3.3,55
"Congo, Rep.2015","Congo, Rep.",2015,4.690830231,4.216010259,2.751834435,5,7,52.3,2,148735000,41.88,176,55,15,5.6,20,76.5,40,95.8,20004000,0,2.223974994,45,16,442,30,33.2,29.6,36.6,18,45,40.7,49,5426,740,2948,7269,50.00003333,80.0001,45,140860000,117182000,7855000,0,10438000,348000,0,0,6904000,30010000,1305000,147764000,147192000,9160000,14574000,1543000,406000,14922000,1543000,10844000,162686000,0,0,12,6,7.352941176,10.9,40,11,6,50,164,560,135,55,53,602,3.3,56
"Congo, Dem. Rep.2009","Congo, Dem. Rep.",2009,3.983848572,,,,3,847.6,,131439000,30.15,,,26.4,24.8,28.9,50.4,29.4,82.6,241518000,0,4.984873326,20,,793,20,86.9,,,33.6,120.1,,,238317,22000,92046,325122,34.44444444,53.33333,,136464000,10031000,114926000,0,0,76000,0,9000,68651000,121408000,124632000,205115000,131439000,239558000,20581000,0,1951000,20657000,0,1960000,225772000,0,0,8,7,8.4,0,30,14,,40,239,610,111,51,126,308,,292.7
"Congo, Dem. Rep.2011","Congo, Dem. Rep.",2011,4.516963959,,,,3,551.4,,151674000,34.4,,,27.2,26.1,28.8,51.1,30,82.1,120156000,0,4.787498338,21,,777,30,82.6,,,32.3,112.2,,,236512,23000,92409,317796,43.33333333,70,,6233000,89798000,4955000,0,0,0,0,0,121701000,61876000,114932000,127934000,151674000,119887000,4999000,0,269000,4999000,0,269000,132933000,0,0,8,7,,0,30,10,,40,119,610,111,44,65,336,,339.1
"Congo, Dem. Rep.2012","Congo, Dem. Rep.",2012,4.63922739,,,,3,284.7,,242414000,34.8,,,27.6,26.8,28.7,51.4,30.3,81.8,167593000,0,4.7073218,21,,771,30,80.5,,,31.7,108.5,,,235628,23000,92723,314278,43.33333333,70,,8430000,129383000,54853000,0,0,0,0,0,96127000,96422000,112683000,104557000,225805000,167536000,3938000,16609000,57000,3938000,16609000,57000,108495000,0,0,8,7,8.9,0,30,10,,40,119,610,111,44,58,336,,339.1
"Congo, Dem. Rep.2013","Congo, Dem. Rep.",2013,4.497477055,,,,6,200.1,0,494542000,37.55,,,27.9,27.4,28.7,51.8,30.6,81.6,152800000,0,4.508231099,22,,746,40,78.3,,,31.2,104.8,,,234375,23000,93345,310394,50,80,,113760000,382509000,62153000,0,0,0,0,0,118346000,111517000,90419000,232106000,494026000,152572000,10322000,516000,228000,10322000,516000,228000,242428000,0,0,8,7,8.9,0,30,11,6,40,119,610,111,44,31,348,,55.7
